model,file_number,true_label,pred_label,is_correct,raw_response,error,prompt_tokens,completion_tokens,total_tokens
google/gemini-3-flash-preview,6171,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4809,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8956,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4385,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4635,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4060,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8718,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1378,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5177,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8570,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,145,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1632,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7682,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8800,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5712,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,129,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8026,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5541,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5620,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8782,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8772,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2061,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3981,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9974,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2553,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3749,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,727,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7615,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2777,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3464,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9972,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2110,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,959,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,848,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7379,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5374,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4107,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6355,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3096,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8274,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3615,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7407,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8087,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2888,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2428,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7415,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9270,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3252,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2348,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9256,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1480,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9317,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8740,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2479,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1615,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1686,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8776,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8887,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7874,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4931,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9898,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9055,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2116,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9752,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3632,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4003,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7939,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9205,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1757,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2295,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1123,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1170,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8381,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4914,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2494,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2356,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2852,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6562,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9684,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2419,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2998,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6191,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5810,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4545,4,,0,,http_402,0,0,0
